,age,sum_ins,duration,age_of_contract,interest_rate
89147,63.0,101934.0,14.0,4.0,0.0125
89148,61.0,148469.0,18.0,9.0,0.0225
89149,64.0,55694.0,14.0,10.0,0.0225
89150,66.0,84052.0,11.0,10.0,0.0225
89151,65.0,206029.0,15.0,14.0,0.0275
89152,60.0,227901.0,12.0,1.0,0.009
89153,60.0,264936.0,12.0,6.0,0.0175
89154,78.0,210042.0,11.0,5.0,0.0125
89155,54.0,43482.0,14.0,10.0,0.0225
89156,60.0,115961.0,17.0,4.0,0.0125
89157,60.0,182142.0,11.0,7.0,0.0175
89158,44.0,28444.0,16.0,3.0,0.009
89159,75.0,318079.0,15.0,1.0,0.009
89160,71.0,361037.0,14.0,1.0,0.009
89161,60.0,115444.0,17.0,7.0,0.0175
89162,62.0,134285.0,13.0,2.0,0.009
89163,52.0,104873.0,12.0,11.0,0.0225
89164,53.0,30250.0,15.0,13.0,0.0225
89165,63.0,116745.0,16.0,9.0,0.0225
89166,60.0,81761.0,11.0,0.0,0.009
89167,54.0,108824.0,18.0,10.0,0.0225
89168,61.0,145784.0,17.0,4.0,0.0125
89169,51.0,113627.0,13.0,7.0,0.0175
89170,54.0,314753.0,14.0,1.0,0.009
89171,64.0,201725.0,15.0,9.0,0.0225
89172,69.0,125862.0,15.0,14.0,0.0275
89173,58.0,256766.0,15.0,2.0,0.009
89174,57.0,138654.0,13.0,7.0,0.0175
89175,43.0,91595.0,11.0,2.0,0.009
89176,54.0,50748.0,13.0,11.0,0.0225
89177,56.0,46022.0,13.0,1.0,0.009
89178,51.0,131580.0,17.0,6.0,0.0175
89179,52.0,68993.0,19.0,6.0,0.0175
89180,43.0,163379.0,20.0,5.0,0.0125
89181,49.0,323463.0,22.0,9.0,0.0225
89182,59.0,83319.0,12.0,9.0,0.0225
89183,60.0,120058.0,13.0,10.0,0.0225
89184,51.0,145485.0,11.0,6.0,0.0175
89185,45.0,382508.0,13.0,0.0,0.009
89186,49.0,156347.0,15.0,7.0,0.0175
89187,58.0,91702.0,10.0,1.0,0.009
89188,54.0,41580.0,23.0,10.0,0.0225
89189,55.0,230122.0,16.0,3.0,0.009
89190,57.0,250968.0,12.0,10.0,0.0225
89191,46.0,114271.0,15.0,5.0,0.0125
89192,59.0,221552.0,15.0,9.0,0.0225
89193,58.0,321886.0,14.0,8.0,0.0175
89194,52.0,78090.0,19.0,2.0,0.009
89195,78.0,49087.0,17.0,15.0,0.0275
89196,44.0,76713.0,14.0,0.0,0.009
89197,61.0,19203.0,16.0,15.0,0.0275
89198,57.0,205959.0,14.0,12.0,0.0225
89199,63.0,87617.0,14.0,9.0,0.0225
89200,65.0,72512.0,14.0,5.0,0.0125
89201,77.0,78989.0,19.0,14.0,0.0275
89202,59.0,144917.0,14.0,11.0,0.0225
89203,64.0,154887.0,13.0,12.0,0.0225
89204,64.0,62371.0,9.0,8.0,0.0175
89205,52.0,71289.0,14.0,7.0,0.0175
89206,44.0,102743.0,13.0,5.0,0.0125
89207,82.0,205204.0,12.0,11.0,0.0225
89208,49.0,157916.0,12.0,4.0,0.0125
89209,65.0,190471.0,11.0,7.0,0.0175
89210,56.0,384241.0,17.0,12.0,0.0225
89211,56.0,135839.0,16.0,13.0,0.0225
89212,60.0,221588.0,14.0,9.0,0.0225
89213,54.0,102954.0,14.0,6.0,0.0175
89214,50.0,122452.0,11.0,3.0,0.009
89215,59.0,37186.0,16.0,8.0,0.0175
89216,39.0,168233.0,9.0,1.0,0.009
89217,56.0,118404.0,16.0,4.0,0.0125
89218,75.0,212689.0,15.0,4.0,0.0125
89219,66.0,48582.0,18.0,12.0,0.0225
89220,54.0,46350.0,8.0,6.0,0.0175
89221,62.0,145735.0,10.0,5.0,0.0125
89222,69.0,35676.0,21.0,15.0,0.0275
89223,54.0,263847.0,18.0,6.0,0.0175
89224,63.0,443815.0,15.0,12.0,0.0225
89225,62.0,103724.0,14.0,0.0,0.009
89226,83.0,141334.0,16.0,8.0,0.0175
89227,45.0,219571.0,17.0,1.0,0.009
89228,78.0,101112.0,20.0,19.0,0.0325
89229,61.0,235302.0,26.0,19.0,0.0325
89230,75.0,46727.0,13.0,7.0,0.0175
89231,65.0,56919.0,11.0,6.0,0.0175
89232,50.0,505179.0,15.0,5.0,0.0125
89233,60.0,253139.0,17.0,15.0,0.0275
89234,50.0,144262.0,13.0,7.0,0.0175
89235,53.0,145489.0,10.0,0.0,0.009
89236,54.0,180821.0,17.0,12.0,0.0225
89237,51.0,93832.0,11.0,5.0,0.0125
89238,51.0,55898.0,13.0,2.0,0.009
89239,80.0,239642.0,12.0,9.0,0.0225
89240,55.0,134216.0,16.0,5.0,0.0125
89241,46.0,276837.0,11.0,7.0,0.0175
89242,55.0,144707.0,13.0,3.0,0.009
89243,54.0,25441.0,16.0,5.0,0.0125
89244,58.0,157791.0,15.0,13.0,0.0225
89245,72.0,73210.0,13.0,8.0,0.0175
89246,59.0,90163.0,17.0,14.0,0.0275
89247,65.0,83888.0,16.0,8.0,0.0175
89248,53.0,195929.0,14.0,10.0,0.0225
89249,65.0,116959.0,16.0,0.0,0.009
89250,67.0,214593.0,12.0,4.0,0.0125
89251,57.0,275266.0,13.0,1.0,0.009
89252,55.0,86833.0,17.0,7.0,0.0175
89253,58.0,153916.0,12.0,8.0,0.0175
89254,59.0,197087.0,15.0,2.0,0.009
89255,54.0,106170.0,20.0,18.0,0.0325
89256,72.0,131232.0,14.0,10.0,0.0225
89257,39.0,92046.0,14.0,1.0,0.009
89258,59.0,40447.0,21.0,18.0,0.0325
89259,54.0,52792.0,15.0,10.0,0.0225
89260,57.0,64963.0,7.0,4.0,0.0125
89261,54.0,139191.0,18.0,10.0,0.0225
89262,72.0,113169.0,12.0,11.0,0.0225
89263,55.0,35997.0,12.0,7.0,0.0175
89264,54.0,104491.0,18.0,4.0,0.0125
89265,62.0,66330.0,11.0,4.0,0.0125
89266,59.0,75347.0,13.0,3.0,0.009
89267,47.0,71849.0,24.0,8.0,0.0175
89268,58.0,92601.0,15.0,3.0,0.009
89269,62.0,175414.0,14.0,13.0,0.0225
89270,53.0,136332.0,13.0,3.0,0.009
89271,58.0,58204.0,9.0,5.0,0.0125
89272,66.0,128051.0,20.0,13.0,0.0225
89273,49.0,188694.0,9.0,7.0,0.0175
89274,58.0,74289.0,13.0,9.0,0.0225
89275,57.0,52176.0,12.0,7.0,0.0175
89276,66.0,228939.0,12.0,6.0,0.0175
89277,55.0,88609.0,12.0,7.0,0.0175
89278,68.0,58711.0,13.0,7.0,0.0175
89279,65.0,136214.0,20.0,12.0,0.0225
89280,51.0,123042.0,24.0,6.0,0.0175
89281,69.0,147642.0,11.0,10.0,0.0225
89282,60.0,140553.0,11.0,7.0,0.0175
89283,60.0,294433.0,12.0,5.0,0.0125
89284,61.0,155802.0,17.0,14.0,0.0275
89285,67.0,184086.0,14.0,13.0,0.0225
89286,74.0,100749.0,15.0,2.0,0.009
89287,51.0,200278.0,12.0,6.0,0.0175
89288,56.0,93851.0,13.0,11.0,0.0225
89289,53.0,33866.0,15.0,14.0,0.0275
89290,52.0,43490.0,13.0,4.0,0.0125
89291,57.0,80013.0,18.0,5.0,0.0125
89292,34.0,118237.0,19.0,0.0,0.009
89293,44.0,99282.0,10.0,2.0,0.009
89294,62.0,60054.0,15.0,1.0,0.009
89295,69.0,84135.0,8.0,4.0,0.0125
89296,65.0,189891.0,18.0,3.0,0.009
89297,50.0,197594.0,23.0,6.0,0.0175
89298,68.0,133777.0,21.0,19.0,0.0325
89299,47.0,67666.0,11.0,10.0,0.0225
89300,54.0,140603.0,14.0,6.0,0.0175
89301,42.0,127940.0,16.0,5.0,0.0125
89302,59.0,308242.0,11.0,4.0,0.0125
89303,54.0,20788.0,16.0,9.0,0.0225
89304,64.0,182827.0,19.0,15.0,0.0275
89305,58.0,225240.0,13.0,2.0,0.009
89306,76.0,380334.0,17.0,16.0,0.0275
89307,52.0,32886.0,15.0,8.0,0.0175
89308,54.0,318018.0,13.0,7.0,0.0175
89309,37.0,194682.0,18.0,1.0,0.009
89310,69.0,203408.0,11.0,6.0,0.0175
89311,62.0,473109.0,22.0,14.0,0.0275
89312,74.0,64697.0,20.0,17.0,0.0325
89313,54.0,225983.0,15.0,7.0,0.0175
89314,37.0,440982.0,15.0,4.0,0.0125
89315,38.0,88220.0,13.0,4.0,0.0125
89316,49.0,152380.0,10.0,2.0,0.009
89317,58.0,159250.0,16.0,9.0,0.0225
89318,51.0,83230.0,10.0,5.0,0.0125
89319,75.0,114433.0,10.0,9.0,0.0225
89320,71.0,383558.0,16.0,13.0,0.0225
89321,42.0,90111.0,11.0,4.0,0.0125
89322,47.0,201751.0,17.0,11.0,0.0225
89323,66.0,171237.0,10.0,9.0,0.0225
89324,49.0,173338.0,13.0,10.0,0.0225
89325,61.0,36822.0,16.0,15.0,0.0275
89326,67.0,72551.0,14.0,13.0,0.0225
89327,55.0,17592.0,10.0,8.0,0.0175
89328,57.0,173503.0,13.0,12.0,0.0225
89329,54.0,68475.0,16.0,8.0,0.0175
89330,47.0,113943.0,11.0,2.0,0.009
89331,57.0,568337.0,22.0,6.0,0.0175
89332,58.0,97158.0,11.0,0.0,0.009
89333,49.0,182011.0,15.0,1.0,0.009
89334,83.0,137879.0,12.0,10.0,0.0225
89335,51.0,60098.0,15.0,3.0,0.009
89336,59.0,97298.0,21.0,12.0,0.0225
89337,51.0,130155.0,13.0,1.0,0.009
89338,62.0,143217.0,10.0,8.0,0.0175
89339,47.0,103820.0,23.0,9.0,0.0225
89340,55.0,118966.0,20.0,7.0,0.0175
89341,44.0,98074.0,16.0,9.0,0.0225
89342,62.0,27663.0,19.0,6.0,0.0175
89343,51.0,217970.0,13.0,2.0,0.009
89344,60.0,222929.0,12.0,1.0,0.009
89345,52.0,102798.0,20.0,7.0,0.0175
89346,65.0,228384.0,15.0,5.0,0.0125
89347,70.0,536829.0,16.0,9.0,0.0225
89348,42.0,390068.0,14.0,5.0,0.0125
89349,51.0,151468.0,15.0,9.0,0.0225
89350,51.0,57091.0,14.0,10.0,0.0225
89351,61.0,122213.0,10.0,8.0,0.0175
89352,73.0,311190.0,20.0,11.0,0.0225
89353,46.0,106029.0,13.0,1.0,0.009
89354,48.0,52048.0,12.0,1.0,0.009
89355,48.0,82781.0,14.0,6.0,0.0175
89356,47.0,86278.0,9.0,5.0,0.0125
89357,58.0,80706.0,14.0,9.0,0.0225
89358,48.0,121025.0,13.0,3.0,0.009
89359,84.0,119761.0,17.0,16.0,0.0275
89360,48.0,84378.0,14.0,0.0,0.009
89361,50.0,269531.0,16.0,10.0,0.0225
89362,39.0,278649.0,19.0,0.0,0.009
89363,65.0,160268.0,12.0,7.0,0.0175
89364,68.0,120845.0,7.0,4.0,0.0125
89365,54.0,275086.0,15.0,10.0,0.0225
89366,46.0,47884.0,14.0,7.0,0.0175
89367,43.0,77400.0,13.0,4.0,0.0125
89368,52.0,266942.0,16.0,7.0,0.0175
89369,49.0,475330.0,16.0,13.0,0.0225
89370,44.0,20587.0,7.0,0.0,0.009
89371,56.0,167947.0,18.0,13.0,0.0225
89372,61.0,77364.0,20.0,8.0,0.0175
89373,68.0,81437.0,13.0,6.0,0.0175
89374,49.0,51015.0,16.0,5.0,0.0125
89375,75.0,35940.0,17.0,15.0,0.0275
89376,55.0,86034.0,16.0,6.0,0.0175
89377,60.0,64625.0,11.0,9.0,0.0225
89378,59.0,101691.0,13.0,12.0,0.0225
89379,57.0,63630.0,14.0,13.0,0.0225
89380,73.0,136024.0,14.0,4.0,0.0125
89381,52.0,54865.0,15.0,11.0,0.0225
89382,65.0,92202.0,14.0,9.0,0.0225
89383,56.0,108635.0,13.0,3.0,0.009
89384,51.0,284481.0,16.0,13.0,0.0225
89385,61.0,27825.0,13.0,5.0,0.0125
89386,61.0,113036.0,16.0,8.0,0.0175
89387,52.0,148076.0,14.0,5.0,0.0125
89388,63.0,65176.0,17.0,12.0,0.0225
89389,36.0,55007.0,16.0,2.0,0.009
89390,68.0,29132.0,14.0,7.0,0.0175
89391,54.0,259220.0,12.0,5.0,0.0125
89392,52.0,172470.0,17.0,14.0,0.0275
89393,65.0,363374.0,12.0,3.0,0.009
89394,64.0,58207.0,15.0,14.0,0.0275
89395,58.0,81765.0,13.0,6.0,0.0175
89396,58.0,103560.0,15.0,7.0,0.0175
89397,61.0,261594.0,13.0,12.0,0.0225
89398,51.0,140049.0,18.0,5.0,0.0125
89399,57.0,142275.0,20.0,6.0,0.0175
89400,52.0,59220.0,13.0,3.0,0.009
89401,56.0,64013.0,12.0,0.0,0.009
89402,64.0,307667.0,22.0,10.0,0.0225
89403,52.0,151686.0,17.0,3.0,0.009
89404,58.0,57088.0,12.0,9.0,0.0225
89405,61.0,95911.0,14.0,13.0,0.0225
89406,66.0,112526.0,18.0,10.0,0.0225
89407,51.0,179952.0,13.0,0.0,0.009
89408,50.0,137760.0,15.0,3.0,0.009
89409,51.0,137035.0,13.0,4.0,0.0125
89410,69.0,174250.0,21.0,10.0,0.0225
89411,56.0,339292.0,15.0,4.0,0.0125
89412,54.0,261824.0,11.0,6.0,0.0175
89413,55.0,230124.0,22.0,12.0,0.0225
89414,77.0,71930.0,19.0,10.0,0.0225
89415,58.0,26476.0,19.0,12.0,0.0225
89416,69.0,169524.0,15.0,7.0,0.0175
89417,46.0,174142.0,11.0,9.0,0.0225
89418,46.0,186980.0,13.0,1.0,0.009
89419,45.0,158943.0,16.0,1.0,0.009
89420,65.0,201198.0,22.0,9.0,0.0225
89421,56.0,85539.0,17.0,5.0,0.0125
89422,52.0,93183.0,24.0,14.0,0.0275
89423,47.0,41258.0,12.0,0.0,0.009
89424,53.0,280619.0,17.0,16.0,0.0275
89425,55.0,130522.0,19.0,6.0,0.0175
89426,73.0,278429.0,14.0,12.0,0.0225
89427,77.0,137265.0,24.0,21.0,0.04
89428,58.0,102850.0,12.0,7.0,0.0175
89429,44.0,63600.0,17.0,4.0,0.0125
89430,68.0,143082.0,10.0,0.0,0.009
89431,52.0,18819.0,16.0,3.0,0.009
89432,49.0,83649.0,22.0,8.0,0.0175
89433,67.0,190547.0,10.0,3.0,0.009
89434,52.0,72985.0,16.0,11.0,0.0225
89435,49.0,126374.0,9.0,4.0,0.0125
89436,62.0,113661.0,10.0,8.0,0.0175
89437,58.0,106156.0,15.0,12.0,0.0225
89438,46.0,219414.0,13.0,0.0,0.009
89439,60.0,306428.0,14.0,5.0,0.0125
89440,61.0,101224.0,12.0,10.0,0.0225
89441,77.0,86557.0,23.0,8.0,0.0175
89442,53.0,89999.0,13.0,10.0,0.0225
89443,56.0,297036.0,12.0,8.0,0.0175
89444,54.0,500873.0,15.0,7.0,0.0175
89445,73.0,171395.0,23.0,22.0,0.04
89446,60.0,65714.0,13.0,12.0,0.0225
89447,43.0,162677.0,9.0,1.0,0.009
89448,47.0,213152.0,20.0,4.0,0.0125
89449,41.0,55796.0,9.0,0.0,0.009
89450,44.0,64452.0,13.0,3.0,0.009
89451,76.0,384570.0,10.0,5.0,0.0125
89452,51.0,275235.0,13.0,7.0,0.0175
89453,53.0,49704.0,15.0,0.0,0.009
89454,45.0,232127.0,21.0,0.0,0.009
89455,64.0,152666.0,17.0,16.0,0.0275
89456,60.0,118465.0,15.0,8.0,0.0175
89457,58.0,56835.0,13.0,9.0,0.0225
89458,53.0,138362.0,14.0,13.0,0.0225
89459,71.0,84203.0,23.0,17.0,0.0325
89460,60.0,164940.0,13.0,8.0,0.0175
89461,58.0,128440.0,16.0,6.0,0.0175
89462,52.0,186033.0,16.0,11.0,0.0225
89463,66.0,163030.0,14.0,9.0,0.0225
89464,46.0,153470.0,11.0,0.0,0.009
89465,56.0,76866.0,11.0,6.0,0.0175
89466,74.0,236938.0,16.0,10.0,0.0225
89467,39.0,132455.0,15.0,0.0,0.009
89468,52.0,102325.0,12.0,3.0,0.009
89469,48.0,65419.0,13.0,4.0,0.0125
89470,58.0,171154.0,15.0,1.0,0.009
89471,44.0,195745.0,12.0,4.0,0.0125
89472,61.0,162217.0,17.0,11.0,0.0225
89473,69.0,176399.0,14.0,6.0,0.0175
89474,49.0,108896.0,13.0,4.0,0.0125
89475,48.0,159866.0,16.0,0.0,0.009
89476,52.0,95121.0,10.0,0.0,0.009
89477,68.0,114871.0,14.0,11.0,0.0225
89478,55.0,93449.0,19.0,2.0,0.009
89479,64.0,77754.0,16.0,10.0,0.0225
89480,56.0,52209.0,18.0,0.0,0.009
89481,48.0,267729.0,16.0,7.0,0.0175
89482,58.0,85575.0,14.0,13.0,0.0225
89483,46.0,20207.0,10.0,3.0,0.009
89484,48.0,45858.0,16.0,7.0,0.0175
89485,59.0,175494.0,10.0,6.0,0.0175
89486,53.0,154759.0,14.0,4.0,0.0125
89487,71.0,38808.0,14.0,7.0,0.0175
89488,52.0,222349.0,22.0,3.0,0.009
89489,55.0,78799.0,16.0,4.0,0.0125
89490,57.0,238078.0,22.0,10.0,0.0225
89491,63.0,160618.0,15.0,2.0,0.009
89492,53.0,67196.0,13.0,8.0,0.0175
89493,51.0,152986.0,14.0,8.0,0.0175
89494,51.0,134375.0,23.0,16.0,0.0275
89495,44.0,251437.0,11.0,1.0,0.009
89496,66.0,207491.0,9.0,6.0,0.0175
89497,66.0,65055.0,14.0,10.0,0.0225
89498,95.0,61753.0,19.0,15.0,0.0275
89499,47.0,110672.0,13.0,2.0,0.009
89500,41.0,27695.0,15.0,5.0,0.0125
89501,63.0,111450.0,11.0,4.0,0.0125
89502,52.0,68584.0,12.0,0.0,0.009
89503,53.0,210632.0,18.0,10.0,0.0225
89504,46.0,129983.0,14.0,6.0,0.0175
89505,61.0,140665.0,15.0,14.0,0.0275
89506,72.0,146810.0,17.0,3.0,0.009
89507,51.0,159412.0,13.0,1.0,0.009
89508,53.0,43078.0,17.0,7.0,0.0175
89509,39.0,76245.0,10.0,0.0,0.009
89510,57.0,107789.0,10.0,6.0,0.0175
89511,60.0,73319.0,12.0,11.0,0.0225
89512,65.0,122618.0,18.0,12.0,0.0225
89513,63.0,376473.0,16.0,14.0,0.0275
89514,57.0,253937.0,19.0,12.0,0.0225
89515,53.0,156371.0,12.0,6.0,0.0175
89516,57.0,87419.0,11.0,9.0,0.0225
89517,65.0,144935.0,13.0,12.0,0.0225
89518,52.0,135959.0,17.0,9.0,0.0225
89519,49.0,293782.0,11.0,4.0,0.0125
89520,86.0,106369.0,14.0,3.0,0.009
89521,60.0,178109.0,17.0,14.0,0.0275
89522,58.0,30432.0,11.0,8.0,0.0175
89523,63.0,193554.0,19.0,14.0,0.0275
89524,66.0,471339.0,20.0,8.0,0.0175
89525,65.0,26698.0,19.0,12.0,0.0225
89526,59.0,274644.0,18.0,10.0,0.0225
89527,54.0,219669.0,19.0,6.0,0.0175
89528,60.0,98347.0,18.0,2.0,0.009
89529,41.0,61022.0,16.0,3.0,0.009
89530,50.0,136613.0,11.0,1.0,0.009
89531,73.0,159221.0,12.0,6.0,0.0175
89532,59.0,261005.0,12.0,11.0,0.0225
89533,46.0,54666.0,13.0,0.0,0.009
89534,59.0,98682.0,12.0,11.0,0.0225
89535,48.0,239689.0,11.0,3.0,0.009
89536,50.0,38603.0,15.0,4.0,0.0125
89537,50.0,221517.0,17.0,14.0,0.0275
89538,52.0,228368.0,15.0,8.0,0.0175
89539,40.0,92396.0,11.0,2.0,0.009
89540,61.0,35283.0,12.0,6.0,0.0175
89541,52.0,28522.0,17.0,16.0,0.0275
89542,55.0,92397.0,16.0,2.0,0.009
89543,53.0,85338.0,12.0,0.0,0.009
89544,56.0,73817.0,12.0,1.0,0.009
89545,50.0,121159.0,12.0,0.0,0.009
89546,59.0,56359.0,17.0,14.0,0.0275
89547,57.0,66258.0,18.0,12.0,0.0225
89548,45.0,94786.0,18.0,7.0,0.0175
89549,43.0,199040.0,12.0,2.0,0.009
89550,58.0,100484.0,19.0,1.0,0.009
89551,71.0,159552.0,16.0,0.0,0.009
89552,41.0,106196.0,14.0,0.0,0.009
89553,51.0,62341.0,12.0,8.0,0.0175
89554,54.0,55121.0,19.0,9.0,0.0225
89555,43.0,371255.0,14.0,1.0,0.009
89556,61.0,173158.0,14.0,7.0,0.0175
89557,75.0,67946.0,10.0,9.0,0.0225
89558,66.0,165791.0,19.0,7.0,0.0175
89559,51.0,179780.0,9.0,7.0,0.0175
89560,57.0,90480.0,17.0,7.0,0.0175
89561,52.0,161119.0,13.0,8.0,0.0175
89562,72.0,194809.0,16.0,10.0,0.0225
89563,43.0,127792.0,18.0,0.0,0.009
89564,57.0,313428.0,13.0,10.0,0.0225
89565,53.0,26964.0,17.0,4.0,0.0125
89566,69.0,60452.0,18.0,13.0,0.0225
89567,65.0,55706.0,17.0,15.0,0.0275
89568,54.0,141763.0,19.0,3.0,0.009
89569,59.0,54607.0,18.0,15.0,0.0275
89570,46.0,94934.0,9.0,1.0,0.009
89571,50.0,71568.0,13.0,0.0,0.009
89572,51.0,95844.0,17.0,6.0,0.0175
89573,63.0,234592.0,14.0,10.0,0.0225
89574,63.0,274407.0,10.0,5.0,0.0125
89575,77.0,106806.0,16.0,12.0,0.0225
89576,36.0,307861.0,13.0,0.0,0.009
89577,47.0,65530.0,15.0,4.0,0.0125
89578,64.0,248498.0,17.0,10.0,0.0225
89579,79.0,257769.0,13.0,7.0,0.0175
89580,45.0,118199.0,14.0,2.0,0.009
89581,62.0,84651.0,15.0,13.0,0.0225
89582,48.0,70517.0,12.0,5.0,0.0125
89583,54.0,218021.0,14.0,3.0,0.009
89584,51.0,187405.0,11.0,4.0,0.0125
89585,54.0,85182.0,14.0,5.0,0.0125
89586,52.0,283395.0,13.0,3.0,0.009
89587,59.0,180150.0,8.0,4.0,0.0125
89588,50.0,132510.0,12.0,6.0,0.0175
89589,59.0,268206.0,22.0,21.0,0.04
89590,64.0,27369.0,11.0,5.0,0.0125
89591,59.0,340479.0,12.0,11.0,0.0225
89592,76.0,92697.0,23.0,21.0,0.04
89593,46.0,203486.0,17.0,4.0,0.0125
89594,56.0,19129.0,11.0,4.0,0.0125
89595,51.0,98938.0,13.0,4.0,0.0125
89596,62.0,74641.0,11.0,8.0,0.0175
89597,52.0,29834.0,12.0,3.0,0.009
89598,50.0,156861.0,14.0,3.0,0.009
89599,63.0,62357.0,19.0,2.0,0.009
89600,58.0,125483.0,18.0,14.0,0.0275
89601,52.0,262784.0,14.0,2.0,0.009
89602,63.0,358327.0,18.0,15.0,0.0275
89603,65.0,336275.0,15.0,9.0,0.0225
89604,77.0,70231.0,18.0,17.0,0.0325
89605,51.0,152523.0,18.0,10.0,0.0225
89606,58.0,119024.0,13.0,9.0,0.0225
89607,45.0,102226.0,11.0,3.0,0.009
89608,56.0,126413.0,13.0,4.0,0.0125
89609,53.0,76747.0,11.0,5.0,0.0125
89610,59.0,84208.0,15.0,5.0,0.0125
89611,64.0,341480.0,11.0,2.0,0.009
89612,43.0,241485.0,17.0,0.0,0.009
89613,64.0,160287.0,13.0,3.0,0.009
89614,63.0,237428.0,17.0,6.0,0.0175
89615,56.0,136147.0,14.0,2.0,0.009
89616,49.0,139904.0,11.0,4.0,0.0125
89617,50.0,219088.0,12.0,5.0,0.0125
89618,61.0,122219.0,21.0,10.0,0.0225
89619,53.0,77417.0,16.0,0.0,0.009
89620,62.0,458766.0,12.0,11.0,0.0225
89621,59.0,139765.0,19.0,2.0,0.009
89622,57.0,88378.0,16.0,0.0,0.009
89623,45.0,82835.0,11.0,0.0,0.009
89624,62.0,188615.0,14.0,3.0,0.009
89625,72.0,233854.0,12.0,11.0,0.0225
89626,59.0,165907.0,13.0,2.0,0.009
89627,49.0,103109.0,11.0,0.0,0.009
89628,58.0,47831.0,15.0,13.0,0.0225
89629,61.0,216976.0,13.0,12.0,0.0225
89630,58.0,171732.0,17.0,6.0,0.0175
89631,57.0,47663.0,14.0,3.0,0.009
89632,66.0,150745.0,12.0,8.0,0.0175
89633,41.0,43347.0,16.0,5.0,0.0125
89634,48.0,211131.0,12.0,8.0,0.0175
89635,78.0,104430.0,17.0,16.0,0.0275
89636,52.0,135072.0,20.0,8.0,0.0175
89637,58.0,288332.0,15.0,8.0,0.0175
89638,51.0,207545.0,12.0,3.0,0.009
89639,74.0,256299.0,19.0,1.0,0.009
89640,60.0,38491.0,12.0,6.0,0.0175
89641,44.0,63521.0,17.0,6.0,0.0175
89642,64.0,284694.0,10.0,7.0,0.0175
89643,56.0,65746.0,9.0,4.0,0.0125
89644,61.0,166764.0,13.0,4.0,0.0125
89645,57.0,110101.0,18.0,12.0,0.0225
89646,44.0,91487.0,13.0,0.0,0.009
89647,50.0,81958.0,16.0,5.0,0.0125
89648,48.0,191331.0,23.0,5.0,0.0125
89649,46.0,144578.0,13.0,3.0,0.009
89650,75.0,13560.0,15.0,13.0,0.0225
89651,73.0,40822.0,13.0,10.0,0.0225
89652,61.0,80288.0,15.0,10.0,0.0225
89653,69.0,136303.0,20.0,17.0,0.0325
89654,50.0,238113.0,11.0,4.0,0.0125
89655,46.0,257217.0,16.0,1.0,0.009
89656,56.0,140266.0,12.0,7.0,0.0175
89657,62.0,528606.0,11.0,5.0,0.0125
89658,49.0,79628.0,16.0,7.0,0.0175
89659,48.0,69507.0,11.0,8.0,0.0175
89660,81.0,38933.0,25.0,24.0,0.04
89661,57.0,280769.0,10.0,1.0,0.009
89662,59.0,141079.0,11.0,9.0,0.0225
89663,73.0,107042.0,19.0,15.0,0.0275
89664,60.0,154244.0,12.0,6.0,0.0175
89665,62.0,139961.0,13.0,7.0,0.0175
89666,87.0,47302.0,20.0,17.0,0.0325
89667,61.0,112831.0,16.0,13.0,0.0225
89668,47.0,98692.0,12.0,2.0,0.009
89669,52.0,247492.0,14.0,9.0,0.0225
89670,55.0,67696.0,12.0,6.0,0.0175
89671,66.0,355820.0,16.0,13.0,0.0225
89672,55.0,143804.0,10.0,2.0,0.009
89673,62.0,176007.0,11.0,1.0,0.009
89674,54.0,418683.0,12.0,0.0,0.009
89675,55.0,269074.0,15.0,3.0,0.009
89676,54.0,225175.0,20.0,5.0,0.0125
89677,50.0,52087.0,16.0,8.0,0.0175
89678,59.0,237709.0,12.0,5.0,0.0125
89679,61.0,58928.0,13.0,6.0,0.0175
89680,60.0,99263.0,12.0,11.0,0.0225
89681,51.0,148469.0,10.0,2.0,0.009
89682,46.0,151428.0,13.0,0.0,0.009
89683,54.0,87786.0,12.0,1.0,0.009
89684,54.0,159314.0,11.0,2.0,0.009
89685,71.0,108531.0,15.0,8.0,0.0175
89686,81.0,38741.0,16.0,12.0,0.0225
89687,53.0,35693.0,13.0,4.0,0.0125
89688,53.0,250332.0,13.0,8.0,0.0175
89689,63.0,130674.0,17.0,12.0,0.0225
89690,51.0,88083.0,13.0,5.0,0.0125
89691,53.0,325876.0,16.0,13.0,0.0225
89692,50.0,222607.0,17.0,10.0,0.0225
89693,58.0,82098.0,13.0,11.0,0.0225
89694,73.0,192452.0,18.0,5.0,0.0125
89695,47.0,182331.0,15.0,3.0,0.009
89696,48.0,85482.0,13.0,8.0,0.0175
89697,55.0,121603.0,14.0,13.0,0.0225
89698,59.0,164941.0,23.0,17.0,0.0325
89699,70.0,93987.0,14.0,12.0,0.0225
89700,51.0,293549.0,14.0,13.0,0.0225
89701,58.0,577716.0,16.0,2.0,0.009
89702,49.0,201729.0,19.0,0.0,0.009
89703,46.0,49964.0,15.0,1.0,0.009
89704,81.0,301180.0,16.0,5.0,0.0125
89705,74.0,189514.0,14.0,12.0,0.0225
89706,57.0,174003.0,11.0,8.0,0.0175
89707,70.0,54976.0,15.0,10.0,0.0225
89708,46.0,129190.0,12.0,6.0,0.0175
89709,66.0,117687.0,11.0,9.0,0.0225
89710,58.0,121534.0,14.0,8.0,0.0175
89711,60.0,35900.0,16.0,8.0,0.0175
